Date,Stage,Match,Team,Players,Pick,Role Pick,Ban,Role Ban,Spell,Emblem,Talent 1,Talent 2,Talent 3,Time,K,D,A,Gold,Level,Win,Tower,Lord ,Turtle,"Buff 
Merah","Buff
 Biru"
3/16/2024,Regular Season,3,"Bigetron Alpha",EMANN,Beatrix,Marksman,Dyrroth,Fighter,Flicker,Assassin,Thrill,Weapons Master,Quantum Charge,13:52,1,4,0,9416,14,Lose,2,0,1,6,5
3/16/2024,Regular Season,1,"ONIC",Butsss,Yu Zhong,Fighter,Grock,Tank/Fighter,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,13:23,2,1,8,8458,14,Win,9,1,3,7,9
3/16/2024,Regular Season,1,"ONIC",Kairi,Fredrinn,Fighter/Tank,Natan,Marksman,Retribution,Tank,Vitality,Seasoned Hunter,Impure Rage,13:23,0,1,11,9196,15,Win,9,1,3,7,9
3/16/2024,Regular Season,1,"ONIC",Sanz,Faramis,Support/Mage,Vexana,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,13:23,3,0,8,9006,14,Win,9,1,3,7,9
3/16/2024,Regular Season,1,"ONIC",Kiboy,Arlott,Fighter/Assassin,Minotaur,Tank/Support,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,13:23,2,1,8,7368,13,Win,9,1,3,7,9
3/16/2024,Regular Season,1,"ONIC",Alberttt,Brody,Marksman,Claude,Marksman,Flicker,Assassin,Rupture,Seasoned Hunter,Quantum Charge,13:23,5,0,4,11239,15,Win,9,1,3,7,9
3/16/2024,Regular Season,1,RRQ Hoshi,Donn,Cici,Fighter,Nolan,Assassin,Vengeance,Tank,Agility,Festival of Blood,Brave Smite,13:23,3,2,0,6167,12,Lose,1,0,0,4,4
3/16/2024,Regular Season,1,RRQ Hoshi,Irrad,Baxia,Tank,Joy,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,13:23,0,4,3,5653,12,Lose,1,0,0,4,4
3/16/2024,Regular Season,1,RRQ Hoshi,Octa,Valentina,Mage,Novaria,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,13:23,0,3,2,6365,12,Lose,1,0,0,4,4
3/16/2024,Regular Season,1,RRQ Hoshi,Brusko,Angela,Support,X.Borg,Fighter,Flicker,Support,Inspire,Bargain Hunter,Impure Rage,13:23,0,2,1,4721,11,Lose,1,0,0,4,4
3/16/2024,Regular Season,1,RRQ Hoshi,Skylar,Karrie,Marksman,Mathilda,Support/Assassin,Purify,Fighter,Firmness,Festival of Blood,Brave Smite,13:23,0,1,0,8537,13,Lose,1,0,0,4,4
3/16/2024,Regular Season,2,"ONIC",Butsss,Lapu-Lapu,Fighter,Benedetta,Assassin/Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,22:29,1,3,5,12359,15,Win,8,1,0,11,7
3/16/2024,Regular Season,2,"ONIC",Kairi,Akai,Tank,Paquito,Fighter/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,22:29,1,2,8,11383,15,Win,8,1,0,11,7
3/16/2024,Regular Season,2,"ONIC",Sanz,Gord,Mage,Angela,Support,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,22:29,3,1,9,14221,15,Win,8,1,0,11,7
3/16/2024,Regular Season,2,"ONIC",Kiboy,Mathilda,Support/Assassin,Minotaur,Tank/Support,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,22:29,2,1,11,10946,15,Win,8,1,0,11,7
3/16/2024,Regular Season,2,"ONIC",Alberttt,Karrie,Marksman,Claude,Marksman,Flicker,Common,Swift,Master Assassin,Brave Smite,22:29,6,1,4,16626,15,Win,8,1,0,11,7
3/16/2024,Regular Season,2,RRQ Hoshi,Donn,Arlott,Fighter/Assassin,Nolan,Assassin,Flicker,Common,Thrill,Wilderness Blessing.,Brave Smite,22:29,1,4,1,10304,15,Lose,6,2,3,8,14
3/16/2024,Regular Season,2,RRQ Hoshi,Irrad,Fredrinn,Fighter/Tank,Novaria,Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,22:29,2,2,4,12518,15,Lose,6,2,3,8,14
3/16/2024,Regular Season,2,RRQ Hoshi,Octa,Vexana,Mage,Joy,Assassin,Flicker,Mage,Rupture,Bargain Hunter,Impure Rage,22:29,0,3,6,10652,15,Lose,6,2,3,8,14
3/16/2024,Regular Season,2,RRQ Hoshi,Brusko,Rafaela,Support,Yu Zhong,Fighter,Flicker,Support,Inspire,Wilderness Blessing.,Focusing Mark,22:29,1,1,6,9890,15,Lose,6,2,3,8,14
3/16/2024,Regular Season,2,RRQ Hoshi,Skylar,Natan,Marksman,Cici,Fighter,Flicker,Mage,Thrill,Bargain Hunter,Weakness Finder,22:29,4,3,2,16662,15,Lose,6,2,3,8,14
3/16/2024,Regular Season,1,Geek Fam ID,Luke,Ruby,Fighter/Tank,X.Borg,Fighter,Flicker,Fighter,Firmness,Festival of Blood,Brave Smite,27:44,2,6,6,15486,15,Lose,3,2,0,8,5
3/16/2024,Regular Season,1,Geek Fam ID,Reyy,Baxia,Tank,Benedetta,Assassin/Fighter,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,27:44,2,3,9,12466,15,Lose,3,2,0,8,5
3/16/2024,Regular Season,1,Geek Fam ID,Aboy,Novaria,Mage,Joy,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,27:44,7,2,5,19829,15,Lose,3,2,0,8,5
3/16/2024,Regular Season,1,Geek Fam ID,Baloyskie,Angela,Support,Arlott,Fighter/Assassin,Flicker,Mage,Agility,Wilderness Blessing.,Impure Rage,27:44,1,3,11,15152,15,Lose,3,2,0,8,5
3/16/2024,Regular Season,1,Geek Fam ID,Caderaa,Irithel,Marksman,Cici,Fighter,Purify,Assassin,Fatal,Weapons Master,Quantum Charge,27:44,2,3,6,18952,15,Lose,3,2,0,8,5
3/16/2024,Regular Season,1,EVOS Glory,Veldora,Paquito,Fighter/Assassin,Mathilda,Support/Assassin,Sprint,Fighter,Agility,Festival of Blood,Quantum Charge,27:44,3,4,7,17279,15,Win,9,3,3,14,17
3/16/2024,Regular Season,1,EVOS Glory,VAN,Fredrinn,Fighter/Tank,Nolan,Assassin,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,27:44,2,2,9,15940,15,Win,9,3,3,14,17
3/16/2024,Regular Season,1,EVOS Glory,Warlord,Lylia,Mage,Vexana,Mage,Purify,Mage,Inspire,Wilderness Blessing.,Impure Rage,27:44,4,2,10,15412,15,Win,9,3,3,14,17
3/16/2024,Regular Season,1,EVOS Glory,VaanStrong,Grock,Tank/Fighter,Tigreal,Tank,Flicker,Tank,Agility,Wilderness Blessing.,Brave Smite,27:44,1,5,6,13028,15,Win,9,3,3,14,17
3/16/2024,Regular Season,1,EVOS Glory,Super Red,Karrie,Marksman,Claude,Marksman,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,27:44,7,1,5,19433,15,Win,9,3,3,14,17
3/16/2024,Regular Season,2,Geek Fam ID,Luke,Lapu-Lapu,Fighter,Paquito,Fighter/Assassin,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,16:12,2,3,3,9855,15,Win,8,3,1,10,7
3/16/2024,Regular Season,2,Geek Fam ID,Reyy,Fredrinn,Fighter/Tank,Lylia,Mage,Retribution,Tank,Inspire,Seasoned Hunter,Concussive Blast,16:12,1,1,6,8803,15,Win,8,3,1,10,7
3/16/2024,Regular Season,2,Geek Fam ID,Aboy,Novaria,Mage,Joy,Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,16:12,9,0,5,12287,15,Win,8,3,1,10,7
3/16/2024,Regular Season,2,Geek Fam ID,Baloyskie,Minotaur,Tank/Support,Arlott,Fighter/Assassin,Flicker,Tank,Firmness,Tenacity,Concussive Blast,16:12,0,3,11,8396,15,Win,8,3,1,10,7
3/16/2024,Regular Season,2,Geek Fam ID,Caderaa,Claude,Marksman,Cici,Fighter,Purify,Common,Swift,Tenacity,Brave Smite,16:12,2,0,6,12106,15,Win,8,3,1,10,7
3/16/2024,Regular Season,2,EVOS Glory,Veldora,Benedetta,Assassin/Fighter,Mathilda,Support/Assassin,Petrify,Fighter,Rupture,Festival of Blood,Lethal Ignition,16:12,2,4,3,8338,14,Lose,1,0,1,4,7
3/16/2024,Regular Season,2,EVOS Glory,VAN,Baxia,Tank,Nolan,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,16:12,2,2,4,8147,15,Lose,1,0,1,4,7
3/16/2024,Regular Season,2,EVOS Glory,Warlord,Nana,Mage,Vexana,Mage,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,16:12,0,3,6,7542,13,Lose,1,0,1,4,7
3/16/2024,Regular Season,2,EVOS Glory,VaanStrong,Grock,Tank/Fighter,X.Borg,Fighter,Flicker,Tank,Agility,Wilderness Blessing.,Brave Smite,16:12,1,4,3,6571,13,Lose,1,0,1,4,7
3/16/2024,Regular Season,2,EVOS Glory,Super Red,Karrie,Marksman,Yu Zhong,Fighter,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,16:12,2,1,1,10967,15,Lose,1,0,1,4,7
3/16/2024,Regular Season,3,EVOS Glory,Veldora,Yu Zhong,Fighter,Arlott,Fighter/Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,26:45,2,4,2,14173,15,Lose,1,0,1,9,6
3/16/2024,Regular Season,3,EVOS Glory,VAN,Baxia,Tank,Novaria,Mage,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,26:45,1,2,4,11984,15,Lose,1,0,1,9,6
3/16/2024,Regular Season,3,EVOS Glory,Warlord,Lylia,Mage,Joy,Assassin,Purify,Mage,Inspire,Wilderness Blessing.,Impure Rage,26:45,0,3,5,16366,15,Lose,1,0,1,9,6
3/16/2024,Regular Season,3,EVOS Glory,VaanStrong,Mathilda,Support/Assassin,Paquito,Fighter/Assassin,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,26:45,0,3,4,11851,15,Lose,1,0,1,9,6
3/16/2024,Regular Season,3,EVOS Glory,Super Red,Natan,Marksman,Benedetta,Assassin/Fighter,Purify,Mage,Swift,Bargain Hunter,Weakness Finder,26:45,2,3,1,18243,15,Lose,1,0,1,9,6
3/16/2024,Regular Season,3,Geek Fam ID,Luke,Lapu-Lapu,Fighter,Brody,Marksman,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,26:45,3,1,9,16452,15,Win,8,4,2,13,18
3/16/2024,Regular Season,3,Geek Fam ID,Reyy,Fredrinn,Fighter/Tank,X.Borg,Fighter,Retribution,Tank,Inspire,Seasoned Hunter,Impure Rage,26:45,1,0,8,13790,15,Win,8,4,2,13,18
3/16/2024,Regular Season,3,Geek Fam ID,Aboy,Valentina,Mage,Nolan,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,26:45,6,1,3,17245,15,Win,8,4,2,13,18
3/16/2024,Regular Season,3,Geek Fam ID,Baloyskie,Minotaur,Tank/Support,Vexana,Mage,Flicker,Tank,Firmness,Tenacity,Concussive Blast,26:45,1,2,11,12870,15,Win,8,4,2,13,18
3/16/2024,Regular Season,3,Geek Fam ID,Caderaa,Claude,Marksman,Cici,Fighter,Purify,Common,Swift,Tenacity,Quantum Charge,26:45,4,1,9,18849,15,Win,8,4,2,13,18
3/17/2024,Regular Season,1,Alter Ego,Pai,Cici,Fighter,Nolan,Assassin,Purify,Fighter,Agility,Festival of Blood,Brave Smite,16:22,0,4,5,8927,14,Win,2,0,0,6,6
3/17/2024,Regular Season,1,Alter Ego,Tazz,Fredrinn,Fighter/Tank,Joy,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Impure Rage,16:22,2,3,1,8409,15,Win,2,0,0,6,6
3/17/2024,Regular Season,1,Alter Ego,Cr1te,Faramis,Support/Mage,Novaria,Mage,Purify,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,16:22,2,3,2,8723,14,Win,2,0,0,6,6
3/17/2024,Regular Season,1,Alter Ego,Rasy,Mathilda,Support/Assassin,Yu Zhong,Fighter,Flicker,Support,Inspire,Wilderness Blessing.,Quantum Charge,16:22,1,4,3,7086,13,Win,2,0,0,6,6
3/17/2024,Regular Season,1,Alter Ego,Nino,Claude,Marksman,Arlott,Fighter/Assassin,Purify,Common,Agility,Tenacity,Quantum Charge,16:22,1,1,3,12196,15,Win,2,0,0,6,6
3/17/2024,Regular Season,1,"ONIC",Butsss,Lapu-Lapu,Fighter,Valentina,Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,16:22,5,1,4,10400,15,Lose,9,3,2,6,8
3/17/2024,Regular Season,1,"ONIC",Kairi,Barats,Tank/Fighter,Fanny,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,16:22,1,2,9,10059,15,Lose,9,3,2,6,8
3/17/2024,Regular Season,1,"ONIC",Sanz,Odette,Mage,X.Borg,Fighter,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,16:22,7,2,7,11450,15,Lose,9,3,2,6,8
3/17/2024,Regular Season,1,"ONIC",Kiboy,Ruby,Fighter/Tank,Angela,Support,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,16:22,0,0,14,9360,15,Lose,9,3,2,6,8
3/17/2024,Regular Season,1,"ONIC",CW,Bruno,Marksman,Vexana,Mage,Flicker,Assassin,Fatal,Tenacity,Quantum Charge,16:22,2,1,4,12541,15,Lose,9,3,2,6,8
3/17/2024,Regular Season,2,"ONIC",Butsss,Terizla,Fighter,Faramis,Support/Mage,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,21:32,5,3,3,14024,15,Win,2,0,0,8,7
3/17/2024,Regular Season,2,"ONIC",Kairi,Baxia,Tank,Karina,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,21:32,1,5,10,10774,15,Win,2,0,0,8,7
3/17/2024,Regular Season,2,"ONIC",Sanz,Xavier,Mage,Novaria,Mage,Flicker,Mage,Inspire,Bargain Hunter,Impure Rage,21:32,4,4,7,12252,15,Win,2,0,0,8,7
3/17/2024,Regular Season,2,"ONIC",Kiboy,Minotaur,Tank/Support,Vexana,Mage,Flicker,Tank,Firmness,Tenacity,Concussive Blast,21:32,3,4,11,10541,15,Win,2,0,0,8,7
3/17/2024,Regular Season,2,"ONIC",CW,Ruby,Fighter/Tank,Nolan,Assassin,Flicker,Fighter,Thrill,Festival of Blood,Brave Smite,21:32,2,4,9,13833,15,Win,2,0,0,8,7
3/17/2024,Regular Season,2,Alter Ego,Pai,Yu Zhong,Fighter,Joy,Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,21:32,4,2,9,13471,15,Lose,9,3,3,12,13
3/17/2024,Regular Season,2,Alter Ego,Tazz,Fredrinn,Fighter/Tank,Fanny,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,21:32,4,2,14,13118,15,Lose,9,3,3,12,13
3/17/2024,Regular Season,2,Alter Ego,Cr1te,Pharsa,Mage,Mathilda,Support/Assassin,Flicker,Mage,Rupture,Wilderness Blessing.,Lethal Ignition,21:32,5,3,9,12028,15,Lose,9,3,3,12,13
3/17/2024,Regular Season,2,Alter Ego,Rasy,Arlott,Fighter/Assassin,Lylia,Mage,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,21:32,3,5,16,12263,15,Lose,9,3,3,12,13
3/17/2024,Regular Season,2,Alter Ego,Nino,Bruno,Marksman,Gord,Mage,Purify,Assassin,Fatal,Master Assassin,Quantum Charge,21:32,4,3,0,14142,15,Lose,9,3,3,12,13
3/17/2024,Regular Season,3,"ONIC",Butsss,Paquito,Fighter/Assassin,Fanny,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,15:41,5,1,3,12921,15,Win,9,1,2,11,9
3/17/2024,Regular Season,3,"ONIC",Kairi,Fredrinn,Fighter/Tank,X.Borg,Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,15:41,1,0,10,10600,15,Win,9,1,2,11,9
3/17/2024,Regular Season,3,"ONIC",Sanz,Faramis,Support/Mage,Novaria,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,15:41,1,0,10,9799,15,Win,9,1,2,11,9
3/17/2024,Regular Season,3,"ONIC",Kiboy,Arlott,Fighter/Assassin,Bruno,Marksman,Flicker,Common,Thrill,Wilderness Blessing.,Quantum Charge,15:41,3,1,6,8211,14,Win,9,1,2,11,9
3/17/2024,Regular Season,3,"ONIC",CW,Karrie,Marksman,Ruby,Fighter/Tank,Flicker,Common,Swift,Master Assassin,Quantum Charge,15:41,2,0,3,13528,15,Win,9,1,2,11,9
3/17/2024,Regular Season,3,Alter Ego,Pai,Yu Zhong,Fighter,Nolan,Assassin,Petrify,Fighter,Rupture,Festival of Blood,Quantum Charge,15:41,0,2,0,7575,14,Lose,0,0,0,3,5
3/17/2024,Regular Season,3,Alter Ego,Tazz,Barats,Tank/Fighter,Joy,Assassin,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,15:41,0,2,1,7214,14,Lose,0,0,0,3,5
3/17/2024,Regular Season,3,Alter Ego,Cr1te,Lylia,Mage,Vexana,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Lethal Ignition,15:41,2,4,0,679,12,Lose,0,0,0,3,5
3/17/2024,Regular Season,3,Alter Ego,Rasy,Mathilda,Support/Assassin,Valentina,Mage,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,15:41,0,2,2,6102,12,Lose,0,0,0,3,5
3/17/2024,Regular Season,3,Alter Ego,Nino,Ixia,Marksman,Nana,Mage,Flicker,Assassin,Thrill,Tenacity,Quantum Charge,15:41,0,2,2,8614,14,Lose,0,0,0,3,5
3/17/2024,Regular Season,1,"Dewa United Esports",Dyx0n,Lapu-Lapu,Fighter,Fanny,Assassin,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,27:41,2,4,6,13476,15,Lose,9,3,2,12,14
3/17/2024,Regular Season,1,"Dewa United Esports",Garry,Barats,Tank/Fighter,Joy,Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,27:41,1,4,6,15225,15,Lose,9,3,2,12,14
3/17/2024,Regular Season,1,"Dewa United Esports",Keyz,Valentina,Mage,Novaria,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Quantum Charge,27:41,3,3,7,13561,15,Lose,9,3,2,12,14
3/17/2024,Regular Season,1,"Dewa United Esports",Drian,Mathilda,Support/Assassin,Cici,Fighter,Flicker,Tank,Agility,Wilderness Blessing.,Quantum Charge,27:41,2,4,10,12584,15,Lose,9,3,2,12,14
3/17/2024,Regular Season,1,"Dewa United Esports",Watt,Karrie,Marksman,Diggie,Support,Purify,Fighter,Swift,Festival of Blood,Brave Smite,27:41,4,1,7,19450,15,Lose,9,3,2,12,14
3/17/2024,Regular Season,1,"Bigetron Alpha",Xorizo,Terizla,Fighter,X.Borg,Fighter,Flicker,Fighter,Agility,Festival of Blood,Brave Smite,27:41,1,2,9,14856,15,Win,7,1,1,12,9
3/17/2024,Regular Season,1,"Bigetron Alpha",Kenn,Fredrinn,Fighter/Tank,Faramis,Support/Mage,Retribution,Tank,Vitality,Seasoned Hunter,Impure Rage,27:41,4,2,7,14187,15,Win,7,1,1,12,9
3/17/2024,Regular Season,1,"Bigetron Alpha",Morenoo,Gord,Mage,Novaria,Mage,Flicker,Mage,Thrill,Wilderness Blessing.,Impure Rage,27:41,5,2,8,18804,15,Win,7,1,1,12,9
3/17/2024,Regular Season,1,"Bigetron Alpha",Kyy,Ruby,Fighter/Tank,Nolan,Assassin,Flicker,Tank,Vitality,Wilderness Blessing.,Brave Smite,27:41,1,4,13,13079,15,Win,7,1,1,12,9
3/17/2024,Regular Season,1,"Bigetron Alpha",EMANN,Bruno,Marksman,Arlott,Fighter/Assassin,Flicker,Assassin,Fatal,Weapons Master,Quantum Charge,27:41,5,2,6,20542,15,Win,7,1,1,12,9
3/17/2024,Regular Season,2,"Bigetron Alpha",Xorizo,X.Borg,Fighter,Minotaur,Tank/Support,Flicker,Tank,Agility,Festival of Blood,Brave Smite,17:20,1,0,2,11116,15,Win,9,3,1,9,11
3/17/2024,Regular Season,2,"Bigetron Alpha",Kenn,Dyrroth,Fighter,Thamuz,Fighter,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,17:20,1,0,3,10170,15,Win,9,3,1,9,11
3/17/2024,Regular Season,2,"Bigetron Alpha",Morenoo,Angela,Support,Ruby,Fighter/Tank,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,17:20,2,1,5,9612,15,Win,9,3,1,9,11
3/17/2024,Regular Season,2,"Bigetron Alpha",Kyy,Arlott,Fighter/Assassin,Vexana,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,17:20,0,3,4,8738,15,Win,9,3,1,9,11
3/17/2024,Regular Season,2,"Bigetron Alpha",EMANN,Claude,Marksman,Bruno,Marksman,Sprint,Common,Swift,Tenacity,Quantum Charge,17:20,3,0,4,12828,15,Win,9,3,1,9,11
3/17/2024,Regular Season,2,"Dewa United Esports",Dyx0n,Cici,Fighter,Nolan,Assassin,Vengeance,Support,Agility,Festival of Blood,Brave Smite,17:20,0,0,3,10037,15,Lose,2,0,2,7,5
3/17/2024,Regular Season,2,"Dewa United Esports",Garry,Baxia,Tank,Joy,Assassin,Retribution,Tank,Vitality,Seasoned Hunter,Concussive Blast,17:20,1,1,3,7538,15,Lose,2,0,2,7,5
3/17/2024,Regular Season,2,"Dewa United Esports",Keyz,Novaria,Mage,Mathilda,Support/Assassin,Flicker,Assassin,Rupture,Wilderness Blessing.,Impure Rage,17:20,1,0,2,8674,15,Lose,2,0,2,7,5
3/17/2024,Regular Season,2,"Dewa United Esports",Drian,Kaja,Support/Fighter,Fanny,Assassin,Flicker,Tank,Agility,Pull Yourself Together,Quantum Charge,17:20,1,4,2,6679,14,Lose,2,0,2,7,5
3/17/2024,Regular Season,2,"Dewa United Esports",Watt,Karrie,Marksman,Fredrinn,Fighter/Tank,Flicker,Fighter,Swift,Festival of Blood,Brave Smite,17:20,1,2,1,11237,15,Lose,2,0,2,7,5
3/17/2024,Regular Season,1,Rebellion Esports,Karss,Dyrroth,Fighter,Paquito,Fighter/Assassin,Flicker,Tank,Agility,Festival of Blood,Quantum Charge,12:09,2,2,2,6144,11,Lose,0,0,0,4,7
3/17/2024,Regular Season,1,Rebellion Esports,Vincentt,Nolan,Assassin,Nana,Mage,Retribution,Assassin,Thrill,Seasoned Hunter,Lethal Ignition,12:09,1,3,1,7532,13,Lose,0,0,0,4,7
3/17/2024,Regular Season,1,Rebellion Esports,SwayLow,Novaria,Mage,Arlott,Fighter/Assassin,Flicker,Assassin,Inspire,Wilderness Blessing.,Impure Rage,12:09,1,1,3,6597,11,Lose,0,0,0,4,7
3/17/2024,Regular Season,1,Rebellion Esports,AudyTzy,Tigreal,Tank,Vexana,Mage,Flicker,Tank,Firmness,Wilderness Blessing.,Brave Smite,12:09,1,3,3,5565,11,Lose,0,0,0,4,7
3/17/2024,Regular Season,1,Rebellion Esports,Deee,Bruno,Marksman,Ruby,Fighter/Tank,Purify,Assassin,Fatal,Tenacity,Quantum Charge,12:09,0,3,1,7029,12,Lose,0,0,0,4,7
3/17/2024,Regular Season,1,AURA Fire,Aran,Benedetta,Assassin/Fighter,Angela,Support,Petrify,Fighter,Rupture,Festival of Blood,Lethal Ignition,12:09,3,2,3,8214,13,Win,7,1,3,8,6
3/17/2024,Regular Season,1,AURA Fire,Gugun,Baxia,Tank,Mathilda,Support/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,12:09,2,1,5,7551,15,Win,7,1,3,8,6
3/17/2024,Regular Season,1,AURA Fire,Yehezkiel,Valentina,Mage,Harith,Mage,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,12:09,1,0,8,7585,13,Win,7,1,3,8,6
3/17/2024,Regular Season,1,AURA Fire,Yawi,Grock,Tank/Fighter,Claude,Marksman,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,12:09,2,1,7,6176,12,Win,7,1,3,8,6
3/17/2024,Regular Season,1,AURA Fire,Kabuki,Karrie,Marksman,X.Borg,Fighter,Purify,Fighter,Swift,Festival of Blood,Brave Smite,12:09,4,1,4,10454,15,Win,7,1,3,8,6
3/17/2024,Regular Season,2,AURA Fire,Aran,Gloo,Tank,Angela,Support,Flicker,Common,Agility,Tenacity,Brave Smite,21:47,1,1,3,11881,15,Win,9,4,3,12,15
3/17/2024,Regular Season,2,AURA Fire,Gugun,Baxia,Tank,Arlott,Fighter/Assassin,Retribution,Tank,Firmness,Seasoned Hunter,Concussive Blast,21:47,2,2,5,12569,15,Win,9,4,3,12,15
3/17/2024,Regular Season,2,AURA Fire,Yehezkiel,Vexana,Mage,Karrie,Marksman,Flicker,Mage,Rupture,Wilderness Blessing.,Impure Rage,21:47,3,0,5,12940,15,Win,9,4,3,12,15
3/17/2024,Regular Season,2,AURA Fire,Yawi,Grock,Tank/Fighter,Harith,Mage,Flicker,Common,Agility,Wilderness Blessing.,Quantum Charge,21:47,1,2,5,10361,15,Win,9,4,3,12,15
3/17/2024,Regular Season,2,AURA Fire,Kabuki,Claude,Marksman,Selena,Assassin/Mage,Purify,Common,Agility,Tenacity,Quantum Charge,21:47,2,1,2,17229,15,Win,9,4,3,12,15
3/17/2024,Regular Season,2,Rebellion Esports,Karss,Paquito,Fighter/Assassin,Chou,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Quantum Charge,21:47,2,3,0,11986,15,Lose,1,0,0,7,6
3/17/2024,Regular Season,2,Rebellion Esports,Vincentt,Barats,Tank/Fighter,Tigreal,Tank,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,21:47,0,1,6,11586,15,Lose,1,0,0,7,6
3/17/2024,Regular Season,2,Rebellion Esports,SwayLow,Novaria,Mage,Ruby,Fighter/Tank,Flicker,Assassin,Inspire,Wilderness Blessing.,Impure Rage,21:47,0,0,6,11563,15,Lose,1,0,0,7,6
3/17/2024,Regular Season,2,Rebellion Esports,AudyTzy,Minotaur,Tank/Support,Mathilda,Support/Assassin,Flicker,Tank,Firmness,Wilderness Blessing.,Concussive Blast,21:47,1,3,5,10204,15,Lose,1,0,0,7,6
3/17/2024,Regular Season,2,Rebellion Esports,Deee,Bruno,Marksman,Nolan,Assassin,Purify,Assassin,Fatal,Tenacity,Quantum Charge,21:47,3,2,2,13922,15,Lose,1,0,0,7,6
3/22/2024,Regular Season,1,AURA Fire,Aran,Ruby,Fighter/Tank,Cici,Fighter,Flicker,Fighter,Rupture,Festival of Blood,Brave Smite,19:08,1,1,3,10378,15,Lose,1,0,2,7,6
3/22/2024,Regular Season,1,AURA Fire,Gugun,Barats,Tank/Fighter,Faramis,Support/Mage,Retribution,Tank,Thrill,Seasoned Hunter,Concussive Blast,19:08,1,3,4,10993,15,Lose,1,0,2,7,6
3/22/2024,Regular Season,1,AURA Fire,Yehezkiel,Valentina,Mage,Joy,Assassin,Flicker,Mage,Inspire,Wilderness Blessing.,Impure Rage,19:08,2,3,2,9614,15,Lose,1,0,2,7,6
3/22/2024,Regular Season,1,AURA Fire,Yawi,Mathilda,Support/Assassin,Arlott,Fighter/Assassin,Flicker,Support,Agility,Wilderness Blessing.,Quantum Charge,19:08,0,2,6,8253,15,Lose,1,0,2,7,6
3/22/2024,Regular Season,1,AURA Fire,Kabuki,Claude,Marksman,Fanny,Assassin,Purify,Common,Agility,Tenacity,Quantum Charge,19:08,3,0,3,15440,15,Lose,1,0,2,7,6
